title,runtimeMinutes,averageRating,numVotes,director,writer,productionBudget,domesticGross,worldwideGross,releaseYear,releaseMonth,releaseDay,genre-1,genre-2,genre-3,budgetYear,domesticGrossYear,worldwideGrossYear
Motherhood,90,4.6,4749,Katherine Dieckmann,Katherine Dieckmann,10000000,93388,723388,2009,10,23,Comedy,Drama,NA,4977.600796416127,46.484818317570934,360.073668491787
Resident Evil: Afterlife,96,5.8,178441,Paul W.S. Anderson,Paul W.S. Anderson,57500000,60128566,295874190,2010,9,10,Action,Horror,Sci-Fi,28606.965174129353,29914.70945273632,147201.08955223882
Extract,92,6.1,50190,Mike Judge,Mike Judge,7500000,10823158,10849158,2009,9,4,Comedy,Crime,Romance,3733.2005973120954,5387.335988053758,5400.27775012444
Capitalism: A Love Story,127,7.4,43810,Michael Moore,Michael Moore,20000000,14363397,19121531,2009,9,23,Crime,Documentary,History,9955.201592832254,7149.525634644102,9517.934793429567
The Future,91,6.1,9090,Miranda July,Miranda July,1000000,568662,1239174,2011,7,29,Drama,Fantasy,Romance,497.2650422675286,282.7757334659373,616.1979114868225
Broken City,109,6.1,83174,Allen Hughes,Brian Tucker,35000000,19701164,37114977,2013,1,18,Action,Crime,Drama,17386.984600099353,9786.966716343766,18437.64381520119
Wind Walkers,93,3.5,322,Russell Friedenberg,Russell Friedenberg,2000000,0,0,2015,10,16,Action,Horror,Thriller,992.5558312655087,0.0,0.0
Aloha,105,5.4,70692,Cameron Crowe,Cameron Crowe,37000000,21052030,25387091,2015,5,27,Comedy,Drama,Romance,18362.282878411912,10447.657568238214,12599.052605459057
Conviction,107,7.2,45744,Tony Goldwyn,Pamela Gray,12500000,6797696,11826980,2010,10,15,Biography,Crime,Drama,6218.905472636816,3381.9383084577116,5884.0696517412935
Emancipation,132,6.2,26637,Antoine Fuqua,Bill Collage,120000000,0,0,2022,12,2,Action,Thriller,NA,59347.18100890208,0.0,0.0
Icarus,88,5.1,4348,Dolph Lundgren,Raul Inglis,6000000,0,0,2010,2,9,Action,Thriller,NA,2985.0746268656717,0.0,0.0
Scream 4,111,6.2,170107,Wes Craven,Kevin Williamson,40000000,38180928,95989590,2011,4,15,Comedy,Horror,Mystery,19890.601690701144,18986.040775733465,47732.26752859274
World's Greatest Dad,99,6.9,40636,Bobcat Goldthwait,Bobcat Goldthwait,10000000,221805,295750,2009,8,21,Comedy,Drama,NA,4977.600796416127,110.40567446490792,147.21254355400697
The Roommate,94,4.8,41177,Christian E. Christiansen,Sonny Mallhi,16000000,37300107,52545707,2011,2,4,Drama,Horror,Thriller,7956.240676280458,18548.03928393834,26129.143212332172
Malcolm & Marie,106,6.6,40684,Sam Levinson,Sam Levinson,2500000,0,0,2021,2,5,Drama,Romance,NA,1237.0113805047006,0.0,0.0
Dying of the Light,94,4.5,11448,Paul Schrader,Paul Schrader,5000000,0,74639,2014,12,5,Action,Drama,Thriller,2482.6216484607744,0.0,37.060079443892754
Looper,119,7.4,600436,Rian Johnson,Rian Johnson,30000000,66486205,170466405,2012,9,27,Action,Drama,Sci-Fi,14910.536779324055,33044.83349900597,84724.85337972167
Date Night,88,6.3,171482,Shawn Levy,Josh Klausner,55000000,98711404,152269033,2010,4,9,Comedy,Crime,Romance,27363.18407960199,49110.151243781096,75755.73781094527
Easy A,92,7.0,414951,Will Gluck,Bert V. Royal,8000000,58401464,76200721,2010,9,17,Comedy,Drama,Romance,3980.0995024875624,29055.45472636816,37910.80646766169
Standing Ovation,105,3.0,848,Stewart Raffill,Stewart Raffill,5600000,531806,531806,2010,7,16,Musical,NA,NA,2786.0696517412935,264.58009950248754,264.58009950248754
50/50,100,7.6,342142,Jonathan Levine,Will Reiser,8000000,35016118,41334735,2011,9,30,Comedy,Drama,Romance,3978.120338140229,17412.29139731477,20554.318746892095
Seeking a Friend for the End of the World,101,6.7,118456,Lorene Scafaria,Lorene Scafaria,10000000,7078738,11766959,2012,6,22,Adventure,Comedy,Drama,4970.178926441352,3518.2594433399604,5848.38916500994
Animal Kingdom,113,7.2,60231,David Michôd,David Michôd,4200000,1044039,8078683,2010,8,13,Crime,Drama,Thriller,2089.5522388059703,519.4223880597015,4019.245273631841
Did You Hear About the Morgans?,103,4.9,42671,Marc Lawrence,Marc Lawrence,58000000,29580087,80480566,2009,12,18,Comedy,Drama,Romance,28870.08461921354,14723.786460925834,40060.01294176207
There Be Dragons,122,5.7,5081,Roland Joffé,Roland Joffé,36000000,1069334,4020990,2011,5,6,Biography,Drama,War,17901.54152163103,531.7424167081055,1999.4977623073098
Death at a Funeral,92,5.7,53431,Neil LaBute,Dean Craig,21000000,42739347,48977233,2010,4,16,Comedy,Drama,NA,10447.76119402985,21263.35671641791,24366.782587064678
The Beaver,91,6.6,50609,Jodie Foster,Kyle Killen,21000000,970816,5046038,2011,5,6,Drama,NA,NA,10442.5658876181,482.752859273993,2509.2182993535553
August: Osage County,121,7.2,95003,John Wells,Tracy Letts,25000000,37738810,50738810,2013,12,25,Comedy,Drama,NA,12419.274714356681,18747.545951316442,25205.568802781916
Going the Distance,103,6.3,59889,Nanette Burstein,Geoff LaTulippe,32000000,17804299,43603990,2010,9,3,Comedy,Romance,NA,15920.39800995025,8857.860199004976,21693.52736318408
Past Lives,105,7.9,94934,Celine Song,Celine Song,12000000,10950663,25581075,2023,6,2,Drama,Romance,NA,5931.784478497281,5413.081067721206,12645.11863568957
Cyrus,87,4.6,1105,Mark Vadik,Mark Vadik,7000000,7468936,10062896,2010,6,18,Crime,Horror,Mystery,3482.587064676617,3715.88855721393,5006.41592039801
Napoleon,158,6.4,116518,Ridley Scott,David Scarpa,200000000,61524375,218082631,2023,11,22,Action,Adventure,Biography,98863.07464162135,30412.444389520515,107801.59713297084
The Inspection,95,6.7,4765,Elegance Bratton,Elegance Bratton,3000000,385627,430608,2022,11,18,Drama,NA,NA,1483.679525222552,190.71562809099902,212.96142433234422
Passengers,116,7.0,442854,Morten Tyldum,Jon Spaihts,110000000,100014699,302239672,2016,12,21,Drama,Romance,Sci-Fi,54563.49206349206,49610.46577380953,149920.47222222222
X,105,6.5,167785,Ti West,Ti West,1000000,11769469,15113105,2022,3,17,Horror,Mystery,Thriller,494.55984174085063,5820.706726013847,7474.334817012858
Rust,95,5.6,513,Corbin Bernsen,Corbin Bernsen,250000,0,0,2010,10,5,Drama,NA,NA,124.37810945273633,0.0,0.0
Made in Dagenham,113,7.1,16015,Nigel Cole,William Ivory,8000000,1095369,15644196,2010,11,19,Comedy,Drama,History,3980.0995024875624,544.9597014925373,7783.182089552239
Inception,148,8.8,2528138,Christopher Nolan,Christopher Nolan,160000000,292576195,825793570,2010,7,16,Action,Adventure,Sci-Fi,79601.99004975124,145560.2960199005,410842.5721393035
Gunless,89,6.4,3941,William Phillips,William Phillips,9900000,458054,458054,2010,4,30,Action,Comedy,Drama,4925.373134328358,227.88756218905473,227.88756218905473
Love and Monsters,86,4.7,113,Ekaterina Krasner,Igor Tkachenko,30000000,1070714,1131683,2020,10,16,Comedy,NA,NA,14851.485148514852,530.0564356435643,560.2391089108911
The Whale,117,7.7,205429,Darren Aronofsky,Samuel D. Hunter,3000000,17453440,54044481,2022,12,21,Drama,NA,NA,1483.679525222552,8631.770524233432,26728.22997032641
The Reckoning,88,6.8,1416,Stephan Rick,Thorsten Wettcke,3500000,143532,465177,2021,2,5,Drama,Mystery,Thriller,1731.815932706581,71.02028698664027,230.17169717961406
When the Bough Breaks,107,5.2,7777,Jon Cassar,Jack Olsen,10000000,29747603,30768449,2016,9,8,Drama,Thriller,NA,4960.31746031746,14755.755456349207,15262.12748015873
The Lost Medallion: The Adventures of Billy Stone,97,4.9,1886,Bill Muir,Bill Muir,2500000,549632,549632,2013,3,1,Adventure,Family,Fantasy,1241.9274714356682,273.0412319920517,273.0412319920517
Why Did I Get Married Too?,121,4.7,10210,Tyler Perry,Tyler Perry,20000000,60095852,60831067,2010,4,2,Comedy,Drama,Romance,9950.248756218905,29898.43383084577,30264.212437810944
Prisoners,153,8.1,799586,Denis Villeneuve,Aaron Guzikowski,46000000,61002302,113310547,2013,9,19,Crime,Drama,Mystery,22851.465474416294,30304.173869846,56289.39244908097
Transformers: Dark of the Moon,154,6.2,430145,Michael Bay,Ehren Kruger,195000000,352390543,1123794079,2011,6,29,Action,Adventure,Sci-Fi,96966.68324216807,175231.49825957234,558823.5101939334
Wolves,91,5.3,10399,David Hayter,David Hayter,18000000,0,94953,2014,11,14,Action,Fantasy,Horror,8937.437934458789,0.0,47.146474677259185
Remember Me,113,7.1,155219,Allen Coulter,Will Fetters,16000000,19068240,56506120,2010,3,12,Drama,Romance,NA,7960.199004975125,9486.686567164179,28112.49751243781
Donkeyhead,106,6.2,327,Agam Darshi,Agam Darshi,2000000,0,0,2022,1,21,Drama,NA,NA,989.1196834817013,0.0,0.0
Just Wright,101,5.9,15568,Sanaa Hamri,Michael Elliot,12000000,21540363,21867665,2010,5,14,Comedy,Romance,Sport,5970.149253731343,10716.598507462686,10879.435323383084
Frat Party,90,2.8,1919,Robert Bennett,Robert Bennett,1000000,0,0,2009,12,1,Comedy,NA,NA,497.7600796416127,0.0,0.0
You Again,105,5.7,54273,Andy Fickman,Moe Jelline,20000000,25702053,32838945,2010,9,24,Comedy,Romance,NA,9950.248756218905,12787.09104477612,16337.783582089553
Somewhere,97,6.3,46573,Sofia Coppola,Sofia Coppola,7000000,1785645,17023121,2010,12,16,Comedy,Drama,Romance,3482.587064676617,888.3805970149253,8469.214427860696
Stone,105,5.4,42768,John Curran,Angus MacLachlan,22000000,1810078,4065020,2010,10,8,Action,Drama,Mystery,10945.273631840795,900.5363184079602,2022.3980099502487
Another Year,129,7.4,30785,Mike Leigh,Mike Leigh,8000000,3205706,20005613,2010,11,5,Comedy,Drama,NA,3980.0995024875624,1594.8786069651742,9953.041293532338
The Apparition,83,4.1,20577,Todd Lincoln,Todd Lincoln,17000000,4936819,10637281,2012,8,23,Horror,Thriller,NA,8449.304174950299,2453.687375745527,5286.918986083499
Rocket Singh: Salesman of the Year,150,7.5,21863,Shimit Amin,Jaideep Sahni,1070000,164649,5348767,2009,12,11,Comedy,Drama,NA,532.6032852165256,81.95569935291189,2662.40268790443
Martha Marcy May Marlene,102,6.8,55624,Sean Durkin,Sean Durkin,1000000,2981038,5438911,2011,10,21,Drama,Mystery,Thriller,497.2650422675286,1482.365987071109,2704.580308304326
Quartet,98,6.8,21132,Dustin Hoffman,Ronald Harwood,11000000,18388357,56178935,2012,12,26,Comedy,Drama,Music,5467.196819085487,9139.342445328031,27921.935884691848
Father Stu,124,6.5,29384,Rosalind Ross,Rosalind Ross,4000000,21096678,21799053,2022,4,13,Biography,Drama,NA,1978.2393669634025,10433.569732937685,10780.936201780416
National Champions,116,5.7,1943,Ric Roman Waugh,Adam Mervis,9000000,475488,475488,2021,12,10,Drama,Sport,NA,4453.240969816922,235.27362691736764,235.27362691736764
Kidnap,95,5.9,38941,Luis Prieto,Knate Lee,21000000,30718107,34836080,2017,8,4,Action,Crime,Thriller,10411.502231036193,15229.601883986117,17271.23450669311
Henry & Me,67,6.0,216,Barrett Esposito,David I. Stern,5000000,0,0,2014,8,18,Animation,Family,NA,2482.6216484607744,0.0,0.0
Dream House,92,6.0,68974,Jim Sheridan,David Loucka,50000000,21302340,41642166,2011,9,30,Drama,Mystery,Thriller,24863.25211337643,10592.909000497266,20707.193436101443
Buried,95,7.0,167890,Rodrigo Cortés,Chris Sparling,1987650,1044143,21270290,2010,9,24,Drama,Mystery,Thriller,988.8805970149253,519.4741293532338,10582.233830845771
Monsters,94,6.3,97227,Gareth Edwards,Gareth Edwards,500000,237301,5639730,2010,10,29,Adventure,Drama,Romance,248.75621890547265,118.06019900497512,2805.8358208955224
Max Steel,92,4.6,20502,Stewart Hendler,Christopher L. Yost,10000000,3818664,4563080,2016,10,14,Action,Adventure,Fantasy,4960.31746031746,1894.1785714285713,2263.4325396825398
Cedar Rapids,87,6.3,39470,Miguel Arteta,Phil Johnston,10000000,6861102,7862131,2011,2,11,Comedy,NA,NA,4972.650422675286,3411.786176031825,3909.562904027847
Attack the Block,88,6.7,111129,Joe Cornish,Joe Cornish,13000000,1024175,6459183,2011,7,29,Action,Adventure,Comedy,6464.445549477871,509.2864246643461,3211.925907508702
Red Riding Hood,100,5.4,115492,Catherine Hardwicke,David Leslie Johnson-McGoldrick,42000000,37662162,91678442,2011,3,11,Fantasy,Horror,Mystery,20885.1317752362,18728.076578816508,45588.48433615117
Foreign Letters,99,6.9,273,Ela Thier,Ela Thier,40000,0,0,2012,3,31,Comedy,Drama,NA,19.880715705765407,0.0,0.0
Restless,91,6.7,18366,Gus Van Sant,Jason Lew,8000000,163753,2772511,2011,9,16,Drama,Romance,NA,3978.120338140229,81.42864246643461,1378.672799602188
Argylle,139,6.0,28182,Matthew Vaughn,Jason Fuchs,200000000,44061940,92197940,2024,1,31,Action,Thriller,NA,98814.22924901186,21769.733201581028,45552.3418972332
Le Havre,93,7.2,23370,Aki Kaurismäki,Aki Kaurismäki,5500000,611709,13480196,2011,10,21,Comedy,Drama,NA,2734.9577324714073,304.1815017404276,6703.23023371457
Strays,93,6.3,26981,Josh Greenbaum,Dan Perrault,46000000,23988885,35959554,2023,8,4,Adventure,Comedy,NA,22738.507167572912,11858.074641621355,17775.36035590707
Anonymous,130,6.8,42025,Roland Emmerich,John Orloff,27500000,4463292,15815509,2011,10,28,Drama,Thriller,NA,13674.788662357036,2219.439085032322,7864.499751367479
Grabbers,94,6.3,19386,Jon Wright,Kevin Lehane,5300000,0,440821,2012,8,10,Action,Adventure,Comedy,2634.1948310139164,0.0,219.0959244532803
Melancholia,135,7.1,194636,Lars von Trier,Lars von Trier,9400000,3030848,21817298,2011,11,11,Drama,Sci-Fi,NA,4674.291397314769,1507.1347588264546,10848.979612133267
Paa,133,7.1,12560,R. Balki,R. Balki,4300000,199228,9791282,2009,12,4,Comedy,Drama,NA,2140.368342458935,99.16774514683922,4873.709308113489
Elysium,109,6.6,469128,Neill Blomkamp,Neill Blomkamp,120000000,93050117,286192091,2013,8,9,Action,Drama,Sci-Fi,59612.51862891207,46224.59860904123,142171.92796820667
Hope Springs,100,6.3,44139,David Frankel,Vanessa Taylor,30000000,63536011,133085295,2012,8,8,Comedy,Drama,Romance,14910.536779324055,31578.534294234592,66145.77286282307
The Son of No One,90,5.1,17863,Dito Montiel,Dito Montiel,15000000,30680,1148578,2011,11,4,Action,Crime,Drama,7458.975634012929,15.256091496767777,571.1476877175535
Blair Witch,89,5.0,49267,Adam Wingard,Simon Barrett,10000000,20777061,38985577,2016,9,15,Horror,Mystery,Thriller,4960.31746031746,10306.081845238095,19338.083829365078
Playing for Keeps,105,5.7,31219,Gabriele Muccino,Robbie Fox,35000000,13103272,27805632,2012,12,7,Comedy,Romance,Sport,17395.62624254473,6512.560636182902,13819.89662027833
The Guard,96,7.3,95115,John Michael McDonagh,John Michael McDonagh,6000000,5359774,21197454,2011,7,29,Comedy,Crime,Thriller,2983.5902536051717,2665.228244654401,10540.752859273993
Hanu Man,158,8.4,17779,Prasanth Varma,Prasanth Varma,2500000,2300000,9038053,2024,1,11,Action,Adventure,Fantasy,1235.1778656126482,1136.3636363636363,4465.441205533597
Vamps,92,5.3,11043,Amy Heckerling,Amy Heckerling,16000000,3361,94812,2012,11,2,Comedy,Horror,Romance,7952.286282306163,1.6704771371769385,47.12326043737575
Smile,115,6.5,154361,Parker Finn,Parker Finn,17000000,105935048,217068735,2022,9,28,Horror,Mystery,Thriller,8407.517309594461,52391.22057368942,107353.47922848664
Smile,115,6.6,58,Ketan Pendse,Ketan Pendse,17000000,105935048,217068735,2022,9,28,Drama,NA,NA,8407.517309594461,52391.22057368942,107353.47922848664
The Last Stand,107,6.3,144879,Jee-woon Kim,Andrew Knauer,30000000,12050299,48330757,2013,1,17,Action,Thriller,Western,14903.129657228017,5986.238946845504,24009.31793343269
Country Strong,117,6.3,18906,Shana Feste,Shana Feste,15000000,20218921,20601987,2010,12,22,Drama,Music,NA,7462.686567164179,10059.164676616916,10249.744776119403
The Master,138,7.1,185272,Paul Thomas Anderson,Paul Thomas Anderson,37500000,16247159,29044338,2012,9,14,Drama,History,NA,18638.17097415507,8075.128727634195,14435.555666003977
One Day,107,7.0,164900,Lone Scherfig,David Nicholls,15000000,13843771,59168692,2011,6,23,Drama,Romance,NA,7458.975634012929,6884.023371456987,29422.522128294382
For Greater Glory: The True Story of Cristiada,145,6.5,5300,Dean Wright,Michael Love,12000000,5669081,10026255,2012,4,20,Drama,History,War,5964.214711729623,2817.6346918489066,4983.228131212723
Man on a Ledge,102,6.6,158176,Asger Leth,Pablo F. Fenjves,42000000,18620000,49621440,2012,1,27,Action,Crime,Thriller,20874.751491053677,9254.473161033797,24662.743538767394
Tiny Furniture,98,6.2,14820,Lena Dunham,Lena Dunham,50000,391674,424149,2010,11,12,Comedy,Drama,Romance,24.875621890547265,194.8626865671642,211.01940298507463
The Dilemma,111,5.3,56733,Ron Howard,Allan Loeb,70000000,48475290,70546865,2011,1,14,Comedy,Drama,NA,34808.552958727,24105.067130780706,35080.48980606663
Barbarian,102,7.0,176397,Zach Cregger,Zach Cregger,4500000,40842944,45352337,2022,9,8,Horror,Mystery,Thriller,2225.519287833828,20199.279920870424,22429.444609297723
Contagion,106,6.8,314718,Steven Soderbergh,Scott Z. Burns,60000000,75658097,137203939,2011,9,9,Drama,Thriller,NA,29835.902536051715,37622.12680258578,68226.72252610642
Safe House,115,6.7,234461,Daniel Espinosa,David Guggenheim,85000000,126181630,207884401,2012,2,8,Action,Thriller,NA,42246.52087475149,62714.52783300199,103322.26689860834
Abduction,106,5.1,83146,John Singleton,Shawn Christensen,35000000,28087155,86648359,2011,9,23,Action,Mystery,Thriller,17404.2764793635,13966.760318249628,43087.19990054699
Abduction,84,5.9,15,Michael Atwill,Shane Rodgers,35000000,28087155,86648359,2011,9,23,Horror,Thriller,NA,17404.2764793635,13966.760318249628,43087.19990054699
The Drop,106,7.0,161362,Michaël R. Roskam,Dennis Lehane,12600000,10724389,19054534,2014,9,12,Crime,Drama,Thriller,6256.206554121152,5324.92005958292,9461.039721946376
Only God Forgives,90,5.7,117646,Nicolas Winding Refn,Nicolas Winding Refn,4800000,775849,4494560,2013,7,19,Action,Crime,Drama,2384.500745156483,385.4192747143567,2232.7670144063586
Amour,127,7.9,105222,Michael Haneke,Michael Haneke,9700000,6738954,36787044,2012,9,20,Drama,NA,NA,4821.073558648111,3349.3807157057654,18283.819085487077
Prom,104,5.4,15674,Joe Nussbaum,Katie Wech,8000000,10130219,10763183,2011,4,29,Comedy,Drama,Family,3978.120338140229,5037.403779214321,5352.154649428146
Midnight in Paris,94,7.6,447920,Woody Allen,Woody Allen,30000000,56816662,162275213,2011,5,20,Comedy,Fantasy,Romance,14917.951268025858,28252.939830929885,80693.7906514172
Abraham Lincoln: Vampire Hunter,105,5.9,161154,Timur Bekmambetov,Seth Grahame-Smith,67500000,37519139,137489730,2012,6,20,Action,Fantasy,Horror,33548.707753479124,18647.683399602385,68334.85586481114
Margin Call,107,7.1,143220,J.C. Chandor,J.C. Chandor,3400000,5353586,20433227,2011,10,5,Drama,Thriller,NA,1690.7011437095973,2662.151168572849,10160.729487817007
J. Edgar,137,6.5,133220,Clint Eastwood,Dustin Lance Black,35000000,37306030,84606030,2011,11,9,Biography,Drama,Romance,17404.2764793635,18550.98458478369,42071.62108403779
I'm in Love with a Church Girl,118,4.2,2007,Steve Race,Galley Molina,3000000,2387730,2503392,2013,10,18,Crime,Drama,Romance,1490.312965722802,1186.154992548435,1243.612518628912
Jackie,100,6.7,83180,Pablo Larraín,Noah Oppenheim,9000000,13960394,36588512,2016,12,2,Biography,Drama,NA,4464.285714285715,6924.798611111111,18149.06349206349
Young Adult,94,6.3,87450,Jason Reitman,Diablo Cody,12000000,16311571,22750356,2011,12,9,Comedy,Drama,NA,5967.180507210343,8111.174042764794,11312.956737941322
Blackthorn,102,6.5,10322,Mateo Gil,Miguel Barros,4500000,200558,1217307,2011,10,7,Action,Adventure,Drama,2237.6926902038786,99.730482347091,605.3242168075584
In Time,109,6.7,442857,Andrew Niccol,Andrew Niccol,35000000,37553932,165103952,2011,10,28,Action,Sci-Fi,Thriller,17404.2764793635,18674.257583291896,82100.42366981601
Tallulah,111,6.7,21375,Sian Heder,Sian Heder,6000000,0,0,2016,7,29,Comedy,Drama,Romance,2976.190476190476,0.0,0.0
Hobo with a Shotgun,86,6.1,48471,Jason Eisener,John Davies,3000000,703372,834953,2011,5,6,Action,Comedy,Crime,1491.7951268025859,349.76230730979614,415.1929388363998
